Código,Nombre de la Actividad,Descripción Funcional,Prioridad de Reúso,Tipo de Elemento,Sinónimos (Variantes),Dominio de Arquitectura,Arquetipos en  donde aplica,Hipervinculo,Diseño para la Automatización
CP0071,Asegurar desempeño de las soluciones técnologicas.,Garantiza que las soluciones tecnológicas cumplan con los estándares definidos.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0072,Supervisar proveedores y contratos tecnológicos.,Administra la relación con proveedores para asegurar calidad y cumplimiento.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0073,Solucionar incidentes.,Atiende fallas tecnológicas que afecten procesos de cumplimiento.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0074,Brindar Soporte especializado.,Brinda asistencia técnica avanzada para sistemas críticos.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0075,Gobernar datos de cumplimiento.,"Esta capacidad permite establecer, implementar y mantener un marco de gobierno de datos orientado al cumplimiento normativo, regulatorio y contractual.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0076,Monitorear entorno de cumplimiento.,"Esta capacidad permite identificar, evaluar y anticipar cambios en el entorno normativo, regulatorio y contractual que puedan impactar la operación, los procesos o la gestión de datos de la organización.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0077,Integrar datos internos y externos.,Consolida información proveniente de diversas fuentes.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0078,Enriquecer datos.,Mejora la calidad y utilidad de los datos para análisis.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0079,Validar fuentes de información.,Garantiza que las fuentes de datos sean confiables y estén actualizadas.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0080,Identificar modelos analiticos para el negocio.,Detecta modelos que aporten valor en la gestión de riesgos.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0081,"Definir modelos analíticos (predictivos, descriptivos, prescriptivos).",Diseña modelos que permitan anticipar riesgos y optimizar decisiones.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0082,Normalizar datos de cumplimiento.,Estandariza la información para garantizar consistencia.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0083,Automatizar procesos analíticos.,Implementa soluciones para ejecutar análisis de forma automática.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0084,Disponibilizar resultados.,Presenta los hallazgos en formatos gráficos comprensibles.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0085,Simular escenarios de riesgo.,Genera escenarios hipotéticos para evaluar impactos.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0086,Disponibilizar informacion de cumplimiento.,"Esta capacidad permite poner a disposición de las áreas del negocio la información relevante relacionada con el cumplimiento normativo, regulatorio y contractual",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0087,Adoptar inteligencia artificial y machine learning.,Utiliza IA para mejorar la detección y prevención de riesgos.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0088,Registrar solicitudes de asesorias.,Administra la recepción de solicitudes de orientación en temas de cumplimiento.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0089,Clasificar solicitudes de asesorías.,Organiza las solicitudes según su tipo y priorización.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0090,Distribuir solicitudes de asesorías.,Asigna las solicitudes a los expertos correspondientes.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0091,Atender Asesorías.,Brinda respuesta técnica y orientación especializada.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0092,Cerrar solicitud de asesorías.,Finaliza el proceso tras la atención completa.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0093,Registrar solicitudes de cumplimiento.,Gestiona la recepción de requerimientos relacionados con procesos normativos.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0094,Clasificar solicitudes de cumplimiento.,Organiza las solicitudes según su naturaleza y complejidad.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0095,Distribuir solicitudes de cumplimiento.,Envía las solicitudes a las áreas encargadas.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0096,Ejecutar solicitudes.,Realiza las acciones requeridas para cumplir con la solicitud.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0097,Documentar solicitud de cumplimiento.,Registra las acciones realizadas y resultados obtenidos.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0098,Cerrar solicitudes de cumplimiento,Concluye el proceso tras la ejecución completa.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0099,Realizar comunicaciones externas.,"Asegurar que toda comunicación hacia entes externos (autoridades, aliados, proveedores, clientes y público) sea oportuna, coherente, trazable y conforme a la regulación y políticas internas.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0100,Atender relacionamiento externo.,"Construir y mantener relaciones efectivas y transparentes con entes externos priorizados (autoridades, asociaciones, gremios, aliados estratégicos), minimizando riesgos de cumplimiento.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0101,Supervisar convenios y contratos.,"Administrar el ciclo de vida de convenios y contratos con terceros garantizando integridad, cumplimiento normativo y control de riesgos.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0102,Atender solicitudes de entes externos.,"Responder de forma integral, consistente y dentro de plazo a requerimientos de autoridades, entes de control y demás externos, asegurando evidencia y trazabilidad.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0103,Elaborar reportes e informes.,"Elaborar y presentar reportes periódicos y extraordinarios requeridos por autoridades y partes interesadas, asegurando calidad de datos y cumplimiento de formatos y plazos.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0104,Diseñar programas de cultura en cumplimiento.,"Diseñar, coordinar y ejecutar iniciativas que promuevan una cultura organizacional orientada al cumplimiento normativo, ético y regulatorio.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0105,Diseñar plan de formación y capacitación.,"Crear programas formativos que desarrollen competencias en cumplimiento, ética y normativa aplicable.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0106,Implementar plan de formación y capacitación.,"Ejecutar las actividades formativas diseñadas, asegurando cobertura, calidad y medición de aprendizaje.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0107,"Difundir campañas, contenidos y canales.","Crear y ejecutar campañas que refuercen mensajes clave de cumplimiento, utilizando canales efectivos y contenidos atractivos.",2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0108,Medir adopción de la cultura de cumplimiento.,Medir el grado de interiorización y práctica de la cultura de cumplimiento en la organización.,2,Capacidad de Procesos,Definir estrategia de riesgos de cumplimiento.,Cumplimiento,Sin Arquetipo asociado,,Diseño Pendiente
CP0109,Definir estrategias de conservación,Diseñar acciones para mantener clientes actuales y evitar su migración.,2,Capacidad de Procesos,"Establecer estrategias de conservación, Formular estrategias de retención preventiva, Diseñar planes de conservación de clientes",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0110,Definir estrategias de retención,Crear mecanismos para reducir la pérdida de clientes en riesgo.,2,Capacidad de Procesos,"Establecer estrategias de retención, Formular planes de retención de clientes, Diseñar esquemas de retención",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0111,Definir estrategias de reconocimiento,Establecer formas de destacar y premiar la lealtad del cliente.,2,Capacidad de Procesos,"Establecer estrategias de reconocimiento, Formular planes de reconocimiento al cliente, Diseñar esquemas de reconocimiento",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0112,Definir estrategias de recompensa,"Diseñar incentivos tangibles como puntos, descuentos o experiencias.",2,Capacidad de Procesos,"Establecer estrategias de recompensa, Formular planes de incentivos y recompensas, Diseñar esquemas de recompensa al cliente",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0113,Definir estrategias de recuperación,Activar tácticas para reconectar con clientes inactivos o perdidos.,2,Capacidad de Procesos,"Establecer estrategias de recuperación, Formular planes de recuperación de clientes, Diseñar esquemas de reactivación de clientes",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0114,Definir estrategia organizacional de fidelización,Alinear la visión de fidelización con los objetivos de negocio.,2,Capacidad de Procesos,"Establecer estrategia corporativa de fidelización, Formular estrategia organizacional de lealtad, Diseñar marco estratégico de fidelización",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0115,Definir clientes foco a fidelizar,Identificar segmentos estratégicos para priorizar esfuerzos.,2,Capacidad de Procesos,"Identificar clientes objetivo a fidelizar, Determinar clientes prioritarios de fidelización, Seleccionar clientes foco para lealtad",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0116,Alinear propuesta de valor con ciclo de fidelización,Ajustar la oferta según el momento del cliente en su relación.,2,Capacidad de Procesos,"Articular propuesta de valor con ciclo de fidelización, Sincronizar propuesta de valor y etapas de fidelización, Vincular propuesta de valor al ciclo de lealtad",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0117,Evaluar adherencia de estrategias de fidelización,Medir si las acciones están siendo efectivas y bien recibidas.,2,Capacidad de Procesos,"Medir adherencia de estrategias de fidelización, Valorar cumplimiento de estrategias de fidelización, Analizar efectividad de estrategias de fidelización",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0118,Definir medios y canales de fidelización,Seleccionar canales adecuados para entregar beneficios y comunicaciones.,2,Capacidad de Procesos,"Establecer medios y canales de fidelización, Determinar canales de interacción para fidelización, Seleccionar medios y canales de lealtad",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0119,Definir acciones comerciales de fidelización,Planear tácticas comerciales específicas para fortalecer la lealtad.,2,Capacidad de Procesos,"Establecer acciones comerciales de fidelización, Formular iniciativas comerciales de lealtad, Diseñar actividades comerciales de fidelización",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0120,Definir niveles de lealtad,Establecer categorías que reflejen el compromiso del cliente.,2,Capacidad de Procesos,"Establecer niveles de lealtad, Configurar categorías de lealtad, Determinar escalas de lealtad",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
CP0121,Definir parámetros de cálculo de niveles de lealtad,Determinar variables que alimentan el modelo de clasificación.,2,Capacidad de Procesos,"Establecer criterios de cálculo de niveles de lealtad, Configurar variables de cálculo de lealtad, Determinar parámetros de evaluación de niveles de lealtad",Clientes,Sin Arquetipo asociado,,Diseño Pendiente
