Código,Paquete (Nivel 1),Subpaquete (Nivel 2),Capacidad de Procesos (Nivel 3),Descripción,Categoría,Dueño de la Capacidad,Dominio,Subdominio Nivel 1,Subdominio Nivel 2,Propia / Heredada,Reusable,Componentes Relacionados,Arquetipos Relacionado,% Nivel de Calidad,Criterios a Revisar,Retroalimentación,Estado,,
CP0100, Acompañamiento especializado de cumplimiento, Gestión de relaciones con entes externos,Atender relacionamiento externo.,"Construir y mantener relaciones efectivas y transparentes con entes externos priorizados (autoridades, asociaciones, gremios, aliados estratégicos), minimizando riesgos de cumplimiento.",,,Habilitación empresarial,Cumplimiento,,,No,,,95%,13,"Ajustar la descripción para centrarse en el “qué” (gestionar relacionamiento con entes externos priorizados) sin detallar actividades (“construir y mantener”), mover atributos (oportuna/coherente/trazable) a criterios o controles, mantener el nombre tal como está si el alcance se conserva estable.",Publicada,,
CP0101, Acompañamiento especializado de cumplimiento, Gestión de relaciones con entes externos,Supervisar convenios y contratos.,"Administrar el ciclo de vida de convenios y contratos con terceros garantizando integridad, cumplimiento normativo y control de riesgos.",,,Habilitación empresarial,Cumplimiento,,,No,,,70%,"4,5,13,20","Eliminar adjetivos de calidad, evitar explicar el ciclo de vida completo y acotar la capacidad para no agrupar múltiples capacidades completas.",Publicada,,
CP0102, Acompañamiento especializado de cumplimiento, Gestión de relaciones con entes externos,Atender solicitudes de entes externos.,"Responder de forma integral, consistente y dentro de plazo a requerimientos de autoridades, entes de control y demás externos, asegurando evidencia y trazabilidad.",,,Habilitación empresarial,Cumplimiento,,,No,,,95%,4,"Quitar atributos de calidad del enunciado (integral, consistente, dentro de plazo) o moverlos a criterios/controles, mantener el foco en el “qué”: atender requerimientos externos con evidencia y trazabilidad.",Publicada,,
CP0104,Evolucionar cultura de cumplimiento,Desarrollar cultura de cumplimiento,Diseñar programas de cultura en cumplimiento.,"Diseñar, coordinar y ejecutar iniciativas que promuevan una cultura organizacional orientada al cumplimiento normativo, ético y regulatorio.",,,Habilitación empresarial,Cumplimiento,,,No,,,85%,"8,13,20","Renombrar a “Desarrollar capacidades de cumplimiento” o “Promover cumplimiento organizacional” para evitar tratar “cultura” como valor, Separar “diseñar” de “coordinar/ejecutar” (procesos) o consolidar en una sola intención estable (“desarrollar”), Mantener enfoque en el “qué” (formación, comunicación, adopción de prácticas) sin detallar ejecución táctica.",Publicada,,
CP0105,Evolucionar cultura de cumplimiento,Desarrollar cultura de cumplimiento,Diseñar plan de formación y capacitación.,"Crear programas formativos que desarrollen competencias en cumplimiento, ética y normativa aplicable.",,,Habilitación empresarial,Cumplimiento,,,No,,,70%,"8,13,16","Evitar referencias a desarrollo de competencias y formación como iniciativa, acotar el nivel de detalle y mantener la definición en términos estrictamente funcionales.",Publicada,,
CP0106,Evolucionar cultura de cumplimiento,Desarrollar cultura de cumplimiento,Implementar plan de formación y capacitación.,"Ejecutar las actividades formativas diseñadas, asegurando cobertura, calidad y medición de aprendizaje.",,,Habilitación empresarial,Cumplimiento,,,No,,,75%,"1, 7, 10, 13, 20","Cambiar el nombre hacia una capacidad permanente (p. ej., “Asegurar formación y capacitación en cumplimiento”), evitar verbos orientados a iniciativa (“implementar”), separar en capacidades si aplica (formación vs medición de aprendizaje), reescribir descripción enfocada en el “qué” (cobertura y medición) sin “ejecutar actividades”.",Publicada,,
CP0106,Novedades,Gestionar mora,Establecer políticas y parámetros de mora,"Definir reglas, plazos y condiciones aplicables al cálculo y gestión de la morosidad en productos.",,,Estrategia de los negocios,Modelo de Precio (pricing),,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Aprobada,,
CP0107,Evolucionar cultura de cumplimiento,Fomentar la adopción de la cultura de cumplimiento,"Difundir campañas, contenidos y canales.","Crear y ejecutar campañas que refuercen mensajes clave de cumplimiento, utilizando canales efectivos y contenidos atractivos.",,,Habilitación empresarial,Cumplimiento,,,No,,,75%,"4, 10, 13, 16, 20","Reducir a un solo núcleo funcional: “Difundir mensajes de cumplimiento” o “Gestionar comunicaciones de cumplimiento” (evitar “gestionar” si no se delimita), eliminar adjetivos de calidad (“efectivos/atractivos”) y la doble acción “crear y ejecutar”, acotar el alcance para no mezclar campañas+contenidos+canales.",Publicada,,
CP0108,Evolucionar cultura de cumplimiento,Fomentar la adopción de la cultura de cumplimiento,Medir adopción de la cultura de cumplimiento.,Medir el grado de interiorización y práctica de la cultura de cumplimiento en la organización.,,,Habilitación empresarial,Cumplimiento,,,No,,,95%,8,"Sustituir “cultura” por comportamientos/prácticas medibles: “Medir prácticas de cumplimiento” o “Medir adherencia a controles de cumplimiento”, ajustar descripción a indicadores observables (cumplimiento de políticas, participación, hallazgos) evitando constructos actitudinales.",Publicada,,
CP0109,Estrategia de fidelización,Pilares de fidelización,Definir estrategias de conservación,Diseñar acciones para mantener clientes actuales y evitar su migración.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,90%,"13,15","Alinear descripción al “qué” (estrategias definidas) y no al “cómo” (acciones), Ajustar la redacción para que nombre y descripción indiquen el mismo alcance (definición de estrategia).",Publicada,,
CP0110,Estrategia de fidelización,Pilares de fidelización,Definir estrategias de retención,Crear mecanismos para reducir la pérdida de clientes en riesgo.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,90%,"13,15","Reescribir la descripción al resultado (estrategias de retención definidas) evitando “crear mecanismos” como ejecución, Alinear nombre y descripción al mismo nivel de capacidad (estrategia, no táctica).",Publicada,,
CP0111,Estrategia de fidelización,Pilares de fidelización,Definir estrategias de reconocimiento,Establecer formas de destacar y premiar la lealtad del cliente.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
CP0112,Estrategia de fidelización,Pilares de fidelización,Definir estrategias de recompensa,"Diseñar incentivos tangibles como puntos, descuentos o experiencias.",,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,95%,15,"Alinear la descripción explícitamente a “estrategia de recompensa” (no solo incentivos), Mantener los ejemplos (puntos/descuentos/experiencias) como atributos opcionales fuera del enunciado central si se requiere mayor neutralidad.",Publicada,,
CP0113,Estrategia de fidelización,Pilares de fidelización,Definir estrategias de recuperación,Activar tácticas para reconectar con clientes inactivos o perdidos.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,85%,"1,13,15","Ajustar la descripción para que describa definición de estrategia (no ejecución: “activar tácticas”), Reescribir al “qué” (estrategia de recuperación definida) y mantener tácticas como parte del plan, no como la capacidad.",Publicada,,
CP0114,Estrategia de fidelización,Estrategia de clientes a fidelizar,Definir estrategia organizacional de fidelización,Alinear la visión de fidelización con los objetivos de negocio.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
CP0115,Estrategia de fidelización,Estrategia de clientes a fidelizar,Definir clientes foco a fidelizar,Identificar segmentos estratégicos para priorizar esfuerzos.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
CP0116,Estrategia de fidelización,Estrategia de clientes a fidelizar,Alinear propuesta de valor con ciclo de fidelización,Ajustar la oferta según el momento del cliente en su relación.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,95%,15,"Alinear la descripción con el nombre: describir “alinear propuesta de valor” y no solo “ajustar la oferta”, Mantener “momento del cliente” como criterio/insumo y no como mecanismo de ejecución.",Publicada,,
CP0117,Estrategia de fidelización,Estrategia de clientes a fidelizar,Evaluar adherencia de estrategias de fidelización,Medir si las acciones están siendo efectivas y bien recibidas.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
CP0118,Estrategia de fidelización,Estrategia de clientes a fidelizar,Definir medios y canales de fidelización,Seleccionar canales adecuados para entregar beneficios y comunicaciones.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,95%,5,"Evitar “canales” en el nombre/definición (tratarlo como criterio de implementación), Renombrar a “Definir medios de fidelización” y mover la selección de canales a reglas/variantes operativas.",Publicada,,
CP0119,Estrategia de fidelización,Estrategia de clientes a fidelizar,Definir acciones comerciales de fidelización,Planear tácticas comerciales específicas para fortalecer la lealtad.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
CP0120,Gestión de principalidad,Gestión de niveles de principalidad,Definir niveles de lealtad,Establecer categorías que reflejen el compromiso del cliente.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
CP0121,Gestión de principalidad,Gestión de niveles de principalidad,Definir parámetros de cálculo de niveles de lealtad,Determinar variables que alimentan el modelo de clasificación.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
CP0122,Gestión de principalidad,Gestión de niveles de principalidad,Calcular nivel de lealtad,Ejecutar el modelo que asigna un nivel al cliente.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,95%,13,"Reescribir la descripción al resultado (“nivel de lealtad calculado/asignado”) sin mencionar el “modelo” como mecanismo, Evitar “ejecutar” en la descripción y mantener enfoque en el qué.",Publicada,,
CP0123,Gestión de principalidad,Gestión de niveles de principalidad,Aplicar movimiento entre niveles de lealtad,Permitir que el cliente suba o baje de nivel según su evolución.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,95%,6,"Especificar mejor el objeto en el nombre (p. ej., “Aplicar cambio de nivel de lealtad”), Reescribir la descripción desde la acción de la empresa (“actualizar el nivel del cliente según reglas definidas”) para que sea autoexplicativa.",Publicada,,
CP0124,Gestión de principalidad,Gestión de niveles de principalidad,"Asociar niveles de lealtad, misiones y beneficios",Vincular cada nivel con retos y recompensas específicas.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
CP0125,Gestión de principalidad,Gestión de niveles de principalidad,Disponibilizar niveles de lealtad,Hacer visible el nivel del cliente en canales digitales o físicos.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,90%,"5,16","Eliminar “canales digitales o físicos” (mecanismo) y dejarlo como regla/variante, Mantener la definición como resultado (“nivel de lealtad disponible/consultable”).",Publicada,,
CP0126,Gestión de principalidad,Gestión de misiones de principalidad,Definir catálogo de misiones,Crear un conjunto de retos que los clientes pueden cumplir.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
CP0127,Gestión de principalidad,Gestión de misiones de principalidad,Generar listado de misiones potenciales,Seleccionar misiones relevantes según perfil y comportamiento.,,,Clientes,Relacionamiento con el cliente,Fidelización,,No,,,100%,Ninguno,Definición adecuada según los criterios establecidos.,Publicada,,
